Date,Year,Model,Revenue,Quantity Sold,Region,Country,Channel
15/09/2020,2020,Mercedes A-Class Sedan,79573,3,Asia,Thailand,Dealership
,,,,,,,
15/09/2020,2020, Mercedes AMG C63 Coupe,78604,3,Africa,Morocco,Dealership
16/09/2020,2020,Mercedes AMG GT 4-Door Coupe,99468,5,South America,Colombia,Online
16/09/2020,2020,Mercedes-Benz Kamloops,34137,3,Asia,Thailand,Dealership
16/09/2020,2020,Mercedes AMG C63 S,72044,4,North America,Mexico,Wholesale
17/09/2020,2020,Mercedes GLC Coupe,65862,4,Europe,United Kingdom,Dealership
17/09/2020,2020,Mercedes GLC Coupe,78514,1,Africa,Kenya,Wholesale
17/09/2020,2020,Mercedes AMG GT 4-Door Coupe,55522,3,Asia,Japan,Dealership
18/09/2020,2020,Mercedes E-Class,69258,4,Asia,China,Dealership
18/09/2020,2020, Mercedes GLB,37391,4,North America,Canada,Dealership
18/09/2020,2020,Mercedes EQA,61657,5,North America,Canada,Dealership
18/09/2020,2020,Mercedes CLS Coupe,90712,3,Africa,Morocco,Online
18/09/2020,2020,Mercedes EQE SUV,53581,5,South America,Colombia,Wholesale
18/09/2020,2020,Mercedes S-Class,67669,2,South America,Brazil,Wholesale
19/09/2020,2020,Mercedes AMG GT 4-Door Coupe,113035,5,North America,Canada,Online
19/09/2020,2020,Mercedes GLA,33846,2,Africa,Morocco,Dealership
20/09/2020,2020,Mercedes GLC Coupe,58325,2,North America,United States,Dealership
21/09/2020,2020,Mercedes S-Class,98718,3,South America,Chile,Wholesale
21/09/2020,2020, Mercedes GLB,89317,2,Europe,Italy,Dealership
22/09/2020,2020,Mercedes CLA Coupe,58210,2,South America,Peru,Wholesale
,,,,,,,
22/09/2020,2020, Mercedes EQB,52485,5,Africa,Nigeria,Wholesale
22/09/2020,2020,Mercedes C-Class Coupe,62175,3,North America,Mexico,Dealership
,,,,,,,
23/09/2020,2020,Mercedes A-Class Sedan,47806,3,North America,Mexico,Wholesale
,,,,,,,
23/09/2020,2020,Mercedes EQA,60093,2,Asia,Japan,Wholesale
24/09/2020,2020,Mercedes GLC Coupe,100267,5,Europe,Germany,Wholesale
24/09/2020,2020,Mercedes C-Class Coupe,89341,5,South America,Chile,Dealership
,,,,,,,
24/09/2020,2020,Mercedes A-Class Sedan,82164,5,Africa,Morocco,Dealership
,,,,,,,
24/09/2020,2020, Mercedes AMG C63 Coupe,58577,5,South America,Argentina,Wholesale
24/09/2020,2020,Mercedes GLC Coupe,33518,1,Africa,Nigeria,Dealership
25/09/2020,2020,Mercedes EDQ Sedan,48535,2,Asia,China,Online
26/09/2020,2020,Mercedes-Benz Kamloops,81998,2,North America,United States,Online
26/09/2020,2020,Mercedes CLS Coupe,47942,2,Europe,Italy,Wholesale
26/09/2020,2020,Mercedes CLS Coupe,37261,3,Europe,Italy,Online
27/09/2020,2020,Mercedes EQE SUV,68334,3,Europe,Germany,Dealership
28/09/2020,2020, Mercedes AMG C63 Coupe,53070,5,North America,Canada,Online
28/09/2020,2020,Mercedes AMG CLA 45,106197,3,Africa,Nigeria,Wholesale
29/09/2020,2020, Mercedes AMG C63 Coupe,56921,4,North America,United States,Wholesale
29/09/2020,2020,Mercedes AMG E63 S,33868,2,Asia,India,Wholesale
30/09/2020,2020, Mercedes AMG C63 Coupe,46820,2,South America,Brazil,Wholesale
30/09/2020,2020,Mercedes AMG C63 S,69927,1,North America,Canada,Dealership
30/09/2020,2020,Mercedes AMG C63 S,30992,1,Europe,Spain,Wholesale
1/10/2020,2020,Mercedes EQE SUV,35731,4,North America,United States,Dealership
2/10/2020,2020,Mercedes GLC,105979,1,Asia,China,Dealership
2/10/2020,2020,Mercedes CLA Coupe,60743,5,South America,Chile,Wholesale
,,,,,,,
2/10/2020,2020,Mercedes AMG C63 S,102964,5,Africa,South Africa,Online
3/10/2020,2020,Mercedes-Benz Kamloops,79851,2,South America,Chile,Wholesale
4/10/2020,2020,Mercedes E-Class,68389,5,South America,Argentina,Wholesale
4/10/2020,2020,Mercedes C-Class Coupe,94414,1,South America,Argentina,Wholesale
,,,,,,,
5/10/2020,2020,Mercedes EDQ Sedan,33554,4,North America,Mexico,Online
5/10/2020,2020,Mercedes GLE Coupe,84598,5,North America,Mexico,Online
6/10/2020,2020,Mercedes GLA,91240,2,Europe,Italy,Dealership
6/10/2020,2020,Mercedes EQA,43613,2,Asia,Japan,Wholesale
7/10/2020,2020,Mercedes AMG SL 63,100459,1,Europe,Spain,Wholesale
7/10/2020,2020,Mercedes AMG E63 S,106907,5,Europe,Germany,Dealership
7/10/2020,2020,Mercedes C-Class Coupe,68865,1,South America,Colombia,Dealership
,,,,,,,
8/10/2020,2020,Mercedes CLE Coupe,33710,2,South America,Peru,Dealership
,,,,,,,
9/10/2020,2020,Mercedes AMG SL 63,106045,4,South America,Brazil,Online
9/10/2020,2020,Mercedes-Benz Kamloops,39644,5,North America,United States,Wholesale
10/10/2020,2020, Mercedes AMG C63 Coupe,55545,4,Africa,Egypt,Online
10/10/2020,2020,Mercedes AMG CLA 45,115398,5,North America,Mexico,Online
10/10/2020,2020,Mercedes EDQ Sedan,92468,2,Asia,China,Wholesale
10/10/2020,2020,Mercedes EQE SUV,45327,5,Africa,Morocco,Online
11/10/2020,2020,Mercedes-Benz Kamloops,70428,2,Europe,Spain,Wholesale
11/10/2020,2020,Mercedes AMG E63 S,105940,3,Asia,South Korea,Wholesale
11/10/2020,2020,Mercedes GLS,87505,2,Africa,Egypt,Online
12/10/2020,2020, Mercedes EQB,79926,2,Africa,Egypt,Dealership
13/10/2020,2020, Mercedes EQB,80423,5,Europe,France,Online
13/10/2020,2020,Mercedes AMG CLA 45,104229,4,South America,Argentina,Wholesale
14/10/2020,2020, Mercedes GLB,40786,2,Europe,Spain,Online
15/10/2020,2020,Mercedes A-Class Sedan,98723,5,Africa,Kenya,Online
,,,,,,,
15/10/2020,2020,Mercedes AMG SL 63,109439,2,Europe,Spain,Dealership
15/10/2020,2020,Mercedes AMG SL 63,65552,1,Africa,Kenya,Online
15/10/2020,2020,Mercedes GLC,116223,1,South America,Brazil,Online
15/10/2020,2020,Mercedes GLE Coupe,96917,1,North America,Canada,Wholesale
16/10/2020,2020, Mercedes AMG C63 Coupe,97863,1,Africa,Morocco,Online
16/10/2020,2020,Mercedes CLA Coupe,41766,4,South America,Colombia,Wholesale
,,,,,,,
16/10/2020,2020,Mercedes GLE,44199,2,Africa,Nigeria,Wholesale
16/10/2020,2020, Mercedes GLB,78024,1,North America,United States,Wholesale
16/10/2020,2020,Mercedes GLC,79645,5,Asia,China,Wholesale
17/10/2020,2020,Mercedes EQE SUV,46217,1,South America,Peru,Online
17/10/2020,2020,Mercedes EQE SUV,54188,3,Europe,Spain,Dealership
17/10/2020,2020,Mercedes EQE SUV,49282,3,Africa,Morocco,Wholesale
18/10/2020,2020,Mercedes AMG SL 63,97398,4,Africa,Nigeria,Dealership
18/10/2020,2020,Mercedes GLE Coupe,112331,3,North America,Canada,Dealership
18/10/2020,2020,Mercedes S-Class,119037,5,North America,United States,Online
18/10/2020,2020,Mercedes AMG CLA 45,67575,1,Europe,Italy,Dealership
18/10/2020,2020,Mercedes GLS,115049,3,Asia,India,Online
19/10/2020,2020,Mercedes S-Class,92582,3,Asia,South Korea,Dealership
19/10/2020,2020,Mercedes EQE SUV,101121,4,Asia,China,Dealership
19/10/2020,2020,Mercedes EQE SUV,107365,3,Africa,Nigeria,Wholesale
20/10/2020,2020, Mercedes EQB,94255,1,Africa,Kenya,Online
21/10/2020,2020,Mercedes E-Class,38556,2,Asia,Japan,Online
21/10/2020,2020,Mercedes AMG C63 S,102307,1,Europe,United Kingdom,Wholesale
21/10/2020,2020,Mercedes AMG GT 4-Door Coupe,65386,3,Asia,Thailand,Wholesale
22/10/2020,2020,Mercedes E-Class,50929,3,Africa,Egypt,Dealership
22/10/2020,2020,Mercedes AMG GT 4-Door Coupe,103131,3,Europe,France,Wholesale
23/10/2020,2020, Mercedes AMG C63 Coupe,72936,4,South America,Peru,Online
24/10/2020,2020,Mercedes AMG E63 S,88812,5,Europe,France,Wholesale
24/10/2020,2020, Mercedes GLB,114961,1,South America,Colombia,Wholesale
24/10/2020,2020,Mercedes CLA Coupe,94843,3,South America,Peru,Wholesale
,,,,,,,
24/10/2020,2020,Mercedes GLC,83804,2,South America,Chile,Dealership
25/10/2020,2020,Mercedes GLC Coupe,41971,4,Africa,Morocco,Wholesale
25/10/2020,2020,Mercedes AMG E63 S,99767,5,North America,Canada,Wholesale
25/10/2020,2020,Mercedes CLE Coupe,116613,3,Africa,South Africa,Wholesale
,,,,,,,
25/10/2020,2020,Mercedes AMG CLA 45,92456,1,North America,Mexico,Online
26/10/2020,2020,Mercedes EDQ Sedan,52066,2,North America,Mexico,Dealership
26/10/2020,2020,Mercedes EDQ Sedan,51901,4,Africa,Egypt,Wholesale
27/10/2020,2020,Mercedes GLA,57313,1,South America,Chile,Dealership
28/10/2020,2020,Mercedes AMG GT 4-Door Coupe,32478,1,Asia,China,Wholesale
28/10/2020,2020,Mercedes AMG CLA 45,59218,4,Europe,France,Online
28/10/2020,2020,Mercedes A-Class Sedan,51471,1,South America,Chile,Wholesale
,,,,,,,
29/10/2020,2020,Mercedes A-Class Sedan,82169,2,South America,Chile,Online
,,,,,,,
29/10/2020,2020,Mercedes AMG SL 63,39028,2,Europe,Italy,Wholesale
30/10/2020,2020, Mercedes GLB,115441,1,Asia,China,Dealership
30/10/2020,2020, Mercedes AMG C63 Coupe,90661,3,Africa,South Africa,Dealership
30/10/2020,2020,Mercedes CLS Coupe,96092,1,North America,Mexico,Wholesale
30/10/2020,2020,Mercedes EQE SUV,74874,3,Europe,France,Dealership
30/10/2020,2020,Mercedes AMG GT 4-Door Coupe,119949,1,South America,Brazil,Dealership
31/10/2020,2020, Mercedes GLB,91083,5,Europe,France,Online
31/10/2020,2020,Mercedes AMG E63 S,69718,2,South America,Argentina,Dealership
1/11/2020,2020, Mercedes GLB,30168,1,Africa,Kenya,Online
1/11/2020,2020,Mercedes CLS Coupe,68280,2,Europe,France,Online
1/11/2020,2020, Mercedes AMG C63 Coupe,60539,4,South America,Peru,Wholesale
2/11/2020,2020,Mercedes AMG E63 S,63351,5,Asia,China,Wholesale
3/11/2020,2020,Mercedes AMG GT 4-Door Coupe,64713,3,Europe,Germany,Wholesale
3/11/2020,2020,Mercedes CLA Coupe,54707,4,Africa,Nigeria,Dealership
,,,,,,,
4/11/2020,2020,Mercedes AMG E63 S,78101,5,South America,Argentina,Dealership
4/11/2020,2020,Mercedes EQE SUV,97542,4,North America,Canada,Wholesale
4/11/2020,2020,Mercedes AMG CLA 45,37500,2,South America,Brazil,Dealership
5/11/2020,2020,Mercedes CLS Coupe,67702,5,Africa,Morocco,Wholesale
5/11/2020,2020,Mercedes AMG E63 S,62970,4,Africa,Morocco,Wholesale
6/11/2020,2020,Mercedes AMG SL 63,47751,3,South America,Colombia,Online
6/11/2020,2020,Mercedes AMG C63 S,110210,5,Africa,South Africa,Online
6/11/2020,2020,Mercedes EDQ Sedan,55147,5,North America,Mexico,Online
6/11/2020,2020,Mercedes EDQ Sedan,69882,4,Africa,Nigeria,Wholesale
7/11/2020,2020,Mercedes EQE SUV,96247,1,Europe,Italy,Online
7/11/2020,2020,Mercedes EQE SUV,30029,3,Asia,South Korea,Online
7/11/2020,2020,Mercedes GLE Coupe,79089,3,Africa,South Africa,Dealership
8/11/2020,2020,Mercedes EQA,118617,4,Africa,Nigeria,Wholesale
8/11/2020,2020, Mercedes GLB,90379,2,Africa,Nigeria,Dealership
9/11/2020,2020,Mercedes GLA,56272,2,North America,United States,Dealership
9/11/2020,2020,Mercedes AMG GT 4-Door Coupe,79868,1,Africa,Egypt,Wholesale
10/11/2020,2020,Mercedes GLS,45941,1,North America,United States,Wholesale
10/11/2020,2020,Mercedes GLA,38915,4,North America,United States,Dealership
10/11/2020,2020,Mercedes EQE SUV,34661,2,South America,Brazil,Dealership
11/11/2020,2020,Mercedes EQE SUV,112420,3,Europe,France,Online
13/11/2020,2020,Mercedes EDQ Sedan,105909,2,Africa,Egypt,Wholesale
13/11/2020,2020,Mercedes CLA Coupe,44987,4,Africa,Egypt,Online
,,,,,,,
13/11/2020,2020,Mercedes EDQ Sedan,51777,2,North America,Canada,Wholesale
14/11/2020,2020,Mercedes GLC Coupe,81586,5,Europe,United Kingdom,Dealership
14/11/2020,2020, Mercedes EQB,47344,4,Africa,Morocco,Online
14/11/2020,2020,Mercedes S-Class,33062,5,South America,Chile,Dealership
14/11/2020,2020, Mercedes EQB,80785,4,North America,United States,Wholesale
14/11/2020,2020,Mercedes GLS,104678,3,South America,Colombia,Wholesale
14/11/2020,2020,Mercedes AMG C63 S,85131,4,North America,United States,Dealership
15/11/2020,2020,Mercedes EQE SUV,35151,4,Europe,France,Wholesale
15/11/2020,2020,Mercedes C-Class Coupe,43133,4,Africa,Nigeria,Online
,,,,,,,
15/11/2020,2020,Mercedes-Benz Kamloops,98512,4,South America,Chile,Online
15/11/2020,2020,Mercedes E-Class,35736,1,North America,United States,Dealership
15/11/2020,2020,Mercedes CLS Coupe,42521,5,Asia,China,Online
16/11/2020,2020,Mercedes GLS,60262,4,Asia,Japan,Online
17/11/2020,2020,Mercedes GLS,35870,4,Europe,United Kingdom,Online
17/11/2020,2020,Mercedes AMG E63 S,72530,1,Asia,China,Wholesale
17/11/2020,2020,Mercedes-Benz Kamloops,70785,2,South America,Argentina,Wholesale
17/11/2020,2020,Mercedes EQE SUV,55015,1,North America,United States,Wholesale
18/11/2020,2020,Mercedes C-Class Coupe,76431,1,South America,Argentina,Dealership
,,,,,,,
18/11/2020,2020,Mercedes AMG GT 4-Door Coupe,60134,1,South America,Colombia,Wholesale
19/11/2020,2020,Mercedes AMG CLA 45,36654,4,North America,Mexico,Wholesale
19/11/2020,2020,Mercedes AMG GT 4-Door Coupe,36458,1,Africa,Morocco,Dealership
19/11/2020,2020,Mercedes AMG C63 S,31365,1,Europe,Germany,Online
20/11/2020,2020,Mercedes AMG GT 4-Door Coupe,45432,1,North America,United States,Dealership
20/11/2020,2020,Mercedes AMG SL 63,43646,4,Asia,South Korea,Online
20/11/2020,2020,Mercedes GLC Coupe,89895,3,South America,Argentina,Wholesale
20/11/2020,2020,Mercedes AMG SL 63,75594,3,Asia,Japan,Wholesale
20/11/2020,2020,Mercedes GLC,62835,2,South America,Peru,Dealership
20/11/2020,2020,Mercedes AMG GT 4-Door Coupe,43850,4,South America,Argentina,Wholesale
21/11/2020,2020,Mercedes GLA,69502,1,Europe,United Kingdom,Dealership
21/11/2020,2020,Mercedes GLS,116180,1,South America,Colombia,Wholesale
21/11/2020,2020,Mercedes AMG GT 4-Door Coupe,88936,1,Africa,South Africa,Wholesale
22/11/2020,2020,Mercedes S-Class,103396,3,North America,Canada,Dealership
22/11/2020,2020,Mercedes S-Class,110846,1,South America,Chile,Online
22/11/2020,2020,Mercedes GLE Coupe,91720,1,Africa,Morocco,Dealership
22/11/2020,2020,Mercedes GLE,115309,3,South America,Brazil,Dealership
22/11/2020,2020,Mercedes GLA,95030,1,Europe,France,Dealership
22/11/2020,2020,Mercedes AMG SL 63,62194,2,Asia,China,Online
23/11/2020,2020, Mercedes AMG C63 Coupe,47460,5,North America,United States,Wholesale
23/11/2020,2020,Mercedes GLC,37488,2,Africa,Egypt,Wholesale
24/11/2020,2020,Mercedes AMG E63 S,102168,4,South America,Colombia,Dealership
24/11/2020,2020,Mercedes CLA Coupe,50639,2,Asia,South Korea,Wholesale
,,,,,,,
25/11/2020,2020,Mercedes GLA,74254,2,Africa,South Africa,Wholesale
25/11/2020,2020,Mercedes EQE SUV,64833,3,Europe,Spain,Wholesale
26/11/2020,2020,Mercedes GLE Coupe,46587,4,Asia,Japan,Dealership
26/11/2020,2020,Mercedes EQE SUV,92309,2,Europe,United Kingdom,Dealership
27/11/2020,2020,Mercedes AMG GT 4-Door Coupe,77631,5,Africa,Egypt,Wholesale
28/11/2020,2020, Mercedes EQB,48050,2,Africa,South Africa,Wholesale
28/11/2020,2020,Mercedes EDQ Sedan,104884,1,North America,Canada,Online
28/11/2020,2020,Mercedes C-Class Coupe,104736,3,South America,Brazil,Dealership
,,,,,,,
28/11/2020,2020,Mercedes AMG GT 4-Door Coupe,63457,1,Africa,Morocco,Dealership
28/11/2020,2020, Mercedes GLB,112277,4,North America,Mexico,Online
29/11/2020,2020,Mercedes EQA,66069,4,Africa,Egypt,Dealership
30/11/2020,2020,Mercedes GLS,84354,3,Europe,France,Dealership
1/12/2020,2020,Mercedes EQA,38208,2,Africa,Egypt,Online
1/12/2020,2020,Mercedes AMG GT 4-Door Coupe,59060,4,Asia,India,Dealership
1/12/2020,2020,Mercedes CLA Coupe,62390,5,North America,Mexico,Dealership
,,,,,,,
1/12/2020,2020, Mercedes AMG C63 Coupe,92771,3,Europe,United Kingdom,Dealership
1/12/2020,2020,Mercedes A-Class Sedan,33321,1,Africa,Kenya,Online
,,,,,,,
2/12/2020,2020,Mercedes A-Class Sedan,113944,5,Africa,South Africa,Dealership
,,,,,,,
2/12/2020,2020, Mercedes GLB,38390,3,North America,Mexico,Dealership
2/12/2020,2020,Mercedes GLS,65521,5,Europe,France,Wholesale
2/12/2020,2020,Mercedes E-Class,46643,3,Africa,Nigeria,Wholesale
2/12/2020,2020,Mercedes GLC,106591,1,North America,Canada,Wholesale
3/12/2020,2020,Mercedes EDQ Sedan,82460,2,South America,Colombia,Online
3/12/2020,2020,Mercedes CLE Coupe,46705,3,South America,Argentina,Dealership
,,,,,,,
3/12/2020,2020,Mercedes AMG C63 S,108943,4,North America,United States,Online
4/12/2020,2020,Mercedes AMG E63 S,117372,1,Africa,Kenya,Dealership
4/12/2020,2020,Mercedes GLC Coupe,101626,1,Africa,Morocco,Online
4/12/2020,2020,Mercedes AMG C63 S,87198,5,Europe,United Kingdom,Online
4/12/2020,2020,Mercedes AMG GT 4-Door Coupe,117983,4,Europe,France,Wholesale
5/12/2020,2020,Mercedes S-Class,114257,5,Africa,Egypt,Dealership
5/12/2020,2020,Mercedes GLA,53196,1,Asia,Thailand,Online
5/12/2020,2020,Mercedes CLS Coupe,98315,3,Africa,Egypt,Wholesale
5/12/2020,2020, Mercedes GLB,72380,4,North America,United States,Dealership
6/12/2020,2020,Mercedes EQA,34837,1,Europe,Italy,Wholesale
6/12/2020,2020,Mercedes CLA Coupe,54744,4,Europe,France,Wholesale
,,,,,,,
7/12/2020,2020, Mercedes GLB,99579,3,North America,United States,Dealership
7/12/2020,2020,Mercedes-Benz Kamloops,74388,2,South America,Colombia,Dealership
8/12/2020,2020,Mercedes E-Class,88769,5,Europe,Italy,Online
8/12/2020,2020,Mercedes AMG GT 4-Door Coupe,112922,5,Europe,Germany,Dealership
8/12/2020,2020,Mercedes AMG GT 4-Door Coupe,78814,1,South America,Chile,Wholesale
8/12/2020,2020,Mercedes E-Class,37139,1,Africa,Egypt,Online
9/12/2020,2020,Mercedes EQA,34507,3,North America,Mexico,Dealership
10/12/2020,2020,Mercedes GLE,56620,1,Asia,Japan,Dealership
10/12/2020,2020,Mercedes AMG E63 S,39669,1,North America,United States,Dealership
11/12/2020,2020,Mercedes GLE Coupe,54718,1,Asia,China,Online
11/12/2020,2020,Mercedes AMG GT 4-Door Coupe,76908,4,Europe,Germany,Wholesale
11/12/2020,2020,Mercedes AMG CLA 45,89115,4,Asia,India,Dealership
11/12/2020,2020,Mercedes E-Class,52413,2,South America,Colombia,Online
11/12/2020,2020,Mercedes GLE Coupe,47305,4,South America,Colombia,Dealership
12/12/2020,2020,Mercedes A-Class Sedan,73953,5,Asia,India,Online
,,,,,,,
12/12/2020,2020,Mercedes AMG CLA 45,64263,2,North America,Mexico,Wholesale
13/12/2020,2020,Mercedes A-Class Sedan,75471,1,North America,Canada,Online
,,,,,,,
13/12/2020,2020,Mercedes GLS,64120,5,Africa,Morocco,Dealership
13/12/2020,2020,Mercedes S-Class,101384,2,Africa,Morocco,Wholesale
13/12/2020,2020, Mercedes GLB,103721,2,Africa,South Africa,Wholesale
14/12/2020,2020,Mercedes AMG CLA 45,49579,5,South America,Colombia,Wholesale
15/12/2020,2020,Mercedes A-Class Sedan,108330,2,Asia,China,Wholesale
,,,,,,,
16/12/2020,2020, Mercedes GLB,91609,5,Africa,Egypt,Wholesale
17/12/2020,2020,Mercedes S-Class,39718,2,North America,Canada,Wholesale
17/12/2020,2020,Mercedes CLE Coupe,32859,2,Europe,France,Online
,,,,,,,
17/12/2020,2020,Mercedes S-Class,39533,2,Africa,Kenya,Online
18/12/2020,2020,Mercedes AMG CLA 45,97500,5,Asia,India,Online
18/12/2020,2020,Mercedes S-Class,99914,2,Asia,Thailand,Dealership
18/12/2020,2020,Mercedes GLC,32921,4,Africa,Kenya,Online
20/12/2020,2020,Mercedes GLA,33498,4,North America,United States,Dealership
21/12/2020,2020,Mercedes-Benz Kamloops,113731,4,South America,Brazil,Wholesale
21/12/2020,2020,Mercedes EQE SUV,105877,4,North America,Mexico,Online
21/12/2020,2020,Mercedes S-Class,95107,4,South America,Peru,Wholesale
21/12/2020,2020,Mercedes CLA Coupe,44698,1,South America,Colombia,Dealership
,,,,,,,
22/12/2020,2020,Mercedes GLE Coupe,109833,2,South America,Argentina,Dealership
22/12/2020,2020,Mercedes GLS,73871,3,Europe,United Kingdom,Dealership
23/12/2020,2020,Mercedes EDQ Sedan,32684,1,Africa,Egypt,Online
23/12/2020,2020,Mercedes AMG GT 4-Door Coupe,42767,5,Europe,Germany,Wholesale
23/12/2020,2020,Mercedes C-Class Coupe,43531,1,Asia,Japan,Dealership
,,,,,,,
23/12/2020,2020,Mercedes AMG E63 S,85211,3,South America,Colombia,Dealership
24/12/2020,2020,Mercedes CLA Coupe,36775,1,Asia,Japan,Dealership
,,,,,,,
24/12/2020,2020,Mercedes AMG GT 4-Door Coupe,76478,2,Asia,Thailand,Wholesale
24/12/2020,2020,Mercedes AMG GT 4-Door Coupe,119179,4,Europe,United Kingdom,Wholesale
24/12/2020,2020,Mercedes AMG SL 63,64946,2,North America,Canada,Dealership
25/12/2020,2020,Mercedes CLS Coupe,107731,1,Africa,Morocco,Online
25/12/2020,2020,Mercedes AMG GT 4-Door Coupe,101859,3,South America,Peru,Wholesale
26/12/2020,2020,Mercedes GLE,61688,5,South America,Argentina,Wholesale
26/12/2020,2020,Mercedes GLC Coupe,76257,2,Africa,Nigeria,Wholesale
26/12/2020,2020,Mercedes GLC,49784,3,South America,Peru,Wholesale
26/12/2020,2020,Mercedes CLE Coupe,61560,5,Asia,Japan,Wholesale
,,,,,,,
27/12/2020,2020, Mercedes EQB,119100,4,Europe,Germany,Online
27/12/2020,2020,Mercedes-Benz Kamloops,53148,2,Europe,France,Wholesale
27/12/2020,2020,Mercedes AMG GT 4-Door Coupe,100904,2,Africa,Kenya,Wholesale
27/12/2020,2020,Mercedes S-Class,109874,4,North America,Canada,Wholesale
28/12/2020,2020,Mercedes AMG C63 S,103198,4,Asia,India,Online
28/12/2020,2020,Mercedes AMG C63 S,86485,1,South America,Brazil,Online
29/12/2020,2020,Mercedes GLS,76880,5,Asia,India,Dealership
30/12/2020,2020, Mercedes EQB,89977,3,Africa,Kenya,Wholesale
30/12/2020,2020,Mercedes GLC,47540,4,Africa,South Africa,Dealership
30/12/2020,2020,Mercedes C-Class Coupe,46494,1,Asia,Thailand,Online
,,,,,,,
30/12/2020,2020,Mercedes GLC Coupe,44465,5,North America,Mexico,Wholesale
30/12/2020,2020,Mercedes GLC Coupe,104147,5,South America,Colombia,Dealership
31/12/2020,2020,Mercedes E-Class,97797,2,South America,Chile,Wholesale
31/12/2020,2020,Mercedes AMG GT 4-Door Coupe,107952,1,North America,Mexico,Dealership
31/12/2020,2020,Mercedes-Benz Kamloops,99231,1,Europe,Germany,Wholesale
31/12/2020,2020,Mercedes AMG E63 S,49416,2,Europe,Germany,Wholesale
1/1/2021,2021,Mercedes A-Class Sedan,82445,3,Europe,Italy,Online
,,,,,,,
1/1/2021,2021,Mercedes C-Class Coupe,40149,4,Europe,United Kingdom,Wholesale
,,,,,,,
1/1/2021,2021,Mercedes AMG GT 4-Door Coupe,100288,2,Europe,Germany,Dealership
